timestamp,gear_state,gear_cmd
1479424219880696971,4,0
1479424219930783327,4,0
1479424219980845304,4,0
1479424220031215670,4,0
1479424220081036100,4,0
1479424220131101898,4,0
1479424220181190836,4,0
1479424220231259681,4,0
1479424220281370137,4,0
1479424220331464233,4,0
1479424220381518439,4,0
1479424220431619654,4,0
1479424220481693843,4,0
1479424220531795748,4,0
1479424220581880399,4,0
1479424220631953135,4,0
1479424220682016887,4,0
1479424220732102603,4,0
1479424220782209739,4,0
1479424220832264371,4,0
1479424220882356528,4,0
1479424220932438926,4,0
1479424220982624636,4,0
1479424221032617407,4,0
1479424221082708354,4,0
1479424221132893128,4,0
1479424221182889222,4,0
1479424221232946205,4,0
1479424221283064331,4,0
1479424221333114192,4,0
1479424221383459654,4,0
1479424221433310700,4,0
1479424221483410408,4,0
1479424221533628007,4,0
1479424221583617880,4,0
1479424221633652896,4,0
1479424221683762349,4,0
1479424221733822172,4,0
1479424221783889766,4,0
1479424221833963039,4,0
1479424221884072427,4,0
1479424221934139582,4,0
1479424221984326023,4,0
1479424222034338533,4,0
1479424222084671933,4,0
1479424222134484213,4,0
1479424222184629568,4,0
1479424222234690201,4,0
1479424222284737793,4,0
1479424222334846382,4,0
1479424222384908317,4,0
1479424222435008842,4,0
1479424222485079412,4,0
1479424222535184069,4,0
1479424222585270098,4,0
1479424222635351609,4,0
1479424222685402863,4,0
1479424222735544288,4,0
1479424222785625129,4,0
1479424222835649028,4,0
1479424222885736664,4,0
1479424222935834826,4,0
1479424222985917839,4,0
1479424223035988316,4,0
1479424223086058542,4,0
1479424223136202507,4,0
1479424223186237657,4,0
1479424223236349916,4,0
1479424223286405444,4,0
1479424223336734481,4,0
1479424223386648191,4,0
1479424223436684545,4,0
1479424223486780467,4,0
1479424223536867324,4,0
1479424223586927571,4,0
1479424223637277412,4,0
1479424223687099583,4,0
1479424223737187162,4,0
1479424223787270400,4,0
1479424223837504518,4,0
1479424223887467319,4,0
1479424223937514070,4,0
1479424223987616485,4,0
1479424224037695899,4,0
1479424224087809003,4,0
1479424224137869703,4,0
1479424224187969560,4,0
1479424224238073256,4,0
1479424224288110331,4,0
1479424224338211160,4,0
1479424224388282082,4,0
1479424224438348064,4,0
1479424224488461352,4,0
1479424224538527192,4,0
1479424224588614535,4,0
1479424224638722085,4,0
1479424224688780145,4,0
1479424224738861105,4,0
1479424224788963506,4,0
1479424224839051753,4,0
1479424224889141394,4,0
1479424224939232821,4,0
1479424224989304386,4,0
1479424225039383713,4,0
1479424225089452415,4,0
1479424225139651304,4,0
1479424225189651357,4,0
1479424225239765900,4,0
1479424225289863985,4,0
1479424225339911973,4,0
1479424225389997311,4,0
1479424225440083765,4,0
1479424225490142532,4,0
1479424225540235162,4,0
1479424225590341564,4,0
1479424225640391855,4,0
1479424225690486574,4,0
1479424225740664971,4,0
1479424225790680051,4,0
1479424225840792933,4,0
1479424225890834735,4,0
1479424225940931870,4,0
1479424225990989358,4,0
1479424226041073075,4,0
1479424226091140165,4,0
1479424226141256047,4,0
1479424226191358894,4,0
1479424226241408851,4,0
1479424226291508125,4,0
1479424226341630311,4,0
1479424226391701950,4,0
1479424226441735947,4,0
1479424226491826198,4,0
1479424226541911820,4,0
1479424226592019428,4,0
1479424226642101213,4,0
1479424226692168554,4,0
1479424226742244680,4,0
1479424226792337484,4,0
1479424226842410920,4,0
1479424226892557542,4,0
1479424226942614933,4,0
1479424226992714019,4,0
1479424227042791443,4,0
1479424227093006045,4,0
1479424227142928954,4,0
1479424227193280178,4,0
1479424227243096497,4,0
1479424227293304182,4,0
1479424227343545162,4,0
1479424227393363863,4,0
1479424227443485141,4,0
1479424227493503891,4,0
1479424227543632585,4,0
1479424227593719056,4,0
1479424227643780914,4,0
1479424227693919915,4,0
1479424227743963135,4,0
1479424227794082365,4,0
1479424227844126356,4,0
1479424227894232022,4,0
1479424227944329668,4,0
1479424227994381899,4,0
1479424228044544004,4,0
1479424228094646794,4,0
1479424228144693473,4,0
1479424228194729877,4,0
1479424228244807264,4,0
1479424228294931454,4,0
1479424228344989473,4,0
1479424228395026885,4,0
1479424228445226992,4,0
1479424228495291028,4,0
1479424228545386339,4,0
1479424228595437959,4,0
1479424228645480399,4,0
1479424228695571253,4,0
1479424228745682309,4,0
1479424228795689628,4,0
1479424228845819757,4,0
1479424228895883683,4,0
1479424228946101113,4,0
1479424228996055210,4,0
1479424229046335397,4,0
1479424229096263252,4,0
1479424229146338495,4,0
1479424229196401518,4,0
1479424229246834814,4,0
1479424229296611894,4,0
1479424229346801545,4,0
1479424229396730771,4,0
1479424229446798276,4,0
1479424229496893574,4,0
1479424229546990811,4,0
1479424229597104768,4,0
1479424229647141268,4,0
1479424229697360939,4,0
1479424229747347593,4,0
1479424229797835564,4,0
1479424229847485506,4,0
1479424229897717273,4,0
1479424229947686509,4,0
1479424229998041497,4,0
1479424230047823260,4,0
1479424230098152387,4,0
1479424230148004923,4,0
1479424230198615827,4,0
1479424230248182627,4,0
1479424230298274604,4,0
1479424230348324556,4,0
1479424230398547860,4,0
1479424230448502946,4,0
1479424230498755648,4,0
1479424230548699028,4,0
1479424230598805135,4,0
1479424230648822231,4,0
1479424230698951489,4,0
1479424230749058075,4,0
1479424230799097789,4,0
1479424230849185172,4,0
1479424230899302010,4,0
1479424230949363471,4,0
1479424230999482154,4,0
1479424231049750890,4,0
1479424231100210127,4,0
1479424231149694834,4,0
1479424231199961023,4,0
1479424231249997403,4,0
1479424231299959242,4,0
1479424231350083817,4,0
1479424231400096736,4,0
1479424231450221298,4,0
1479424231500338561,4,0
1479424231550368163,4,0
1479424231600472410,4,0
1479424231650654375,4,0
1479424231700620419,4,0
1479424231750715386,4,0
1479424231800832068,4,0
1479424231850880567,4,0
1479424231900962096,4,0
1479424231951050844,4,0
1479424232001131640,4,0
1479424232051234907,4,0
1479424232101279162,4,0
1479424232151411768,4,0
1479424232201473835,4,0
1479424232251567848,4,0
1479424232301654076,4,0
1479424232351741311,4,0
1479424232401853177,4,0
1479424232451875568,4,0
1479424232502008052,4,0
1479424232552086328,4,0
1479424232602149458,4,0
1479424232652442812,4,0
1479424232702354547,4,0
1479424232752387179,4,0
1479424232802498928,4,0
1479424232852622802,4,0
1479424232902645182,4,0
1479424232952733985,4,0
1479424233002825479,4,0
1479424233053095153,4,0
1479424233102987272,4,0
1479424233153094849,4,0
1479424233203178789,4,0
1479424233253233803,4,0
1479424233303611433,4,0
1479424233353436221,4,0
1479424233403637155,4,0
1479424233453612965,4,0
1479424233503695446,4,0
1479424233553754722,4,0
1479424233603834757,4,0
1479424233653915942,4,0
1479424233704015236,4,0
1479424233754092932,4,0
1479424233804174032,4,0
1479424233854256534,4,0
1479424233904550012,4,0
1479424233954454260,4,0
1479424234004637182,4,0
1479424234054639681,4,0
1479424234104782938,4,0
1479424234154780080,4,0
1479424234204867541,4,0
1479424234254910765,4,0
1479424234305035322,4,0
1479424234355120091,4,0
1479424234405188686,4,0
1479424234455268738,4,0
1479424234505581530,4,0
1479424234555478339,4,0
1479424234605527452,4,0
1479424234655633057,4,0
1479424234705697013,4,0
1479424234755792862,4,0
1479424234805869269,4,0
1479424234855950937,4,0
1479424234906040447,4,0
1479424234956124550,4,0
1479424235006205964,4,0
1479424235056315542,4,0
1479424235106380925,4,0
1479424235156620390,4,0
1479424235206532664,4,0
1479424235256661780,4,0
1479424235306735267,4,0
1479424235356814467,4,0
1479424235406863284,4,0
1479424235456959945,4,0
1479424235507055246,4,0
1479424235557165570,4,0
1479424235607228550,4,0
1479424235657311468,4,0
1479424235707370909,4,0
1479424235757489526,4,0
1479424235807621502,4,0
1479424235857666390,4,0
1479424235907744324,4,0
1479424235957823778,4,0
1479424236007921082,4,0
1479424236057980916,4,0
1479424236108053793,4,0
1479424236158142275,4,0
1479424236208246840,4,0
1479424236258322474,4,0
1479424236308434270,4,0
1479424236358508962,4,0
1479424236408660479,4,0
1479424236458658610,4,0
1479424236508739381,4,0
1479424236558821624,4,0
1479424236608942124,4,0
1479424236659007722,4,0
1479424236709055034,4,0
1479424236759180246,4,0
1479424236809259604,4,0
1479424236859373102,4,0
1479424236909437621,4,0
1479424236959516582,4,0
1479424237009615554,4,0
1479424237059658386,4,0
1479424237109778621,4,0
1479424237159829244,4,0
1479424237209931144,4,0
1479424237260009234,4,0
1479424237310110018,4,0
1479424237360180219,4,0
1479424237410248035,4,0
1479424237460349284,4,0
1479424237510464264,4,0
1479424237560492861,4,0
1479424237610618761,4,0
1479424237660732325,4,0
1479424237710778678,4,0
1479424237760871125,4,0
1479424237810917647,4,0
1479424237861011644,4,0
1479424237911100585,4,0
1479424237961200404,4,0
1479424238011308138,4,0
1479424238061349074,4,0
1479424238111453974,4,0
1479424238161511520,4,0
1479424238211798877,4,0
1479424238261696205,4,0
1479424238311777040,4,0
1479424238361887909,4,0
1479424238412033546,4,0
1479424238462029716,4,0
1479424238512095912,4,0
1479424238562234335,4,0
1479424238612309150,4,0
1479424238662385282,4,0
1479424238712483155,4,0
1479424238762534379,4,0
1479424238812676092,4,0
1479424238862694700,4,0
1479424238912801671,4,0
1479424238962878748,4,0
1479424239012967746,4,0
1479424239063051913,4,0
1479424239113241731,4,0
1479424239163222754,4,0
1479424239213313049,4,0
1479424239263405299,4,0
1479424239313493925,4,0
1479424239363630740,4,0
1479424239413663581,4,0
1479424239463736948,4,0
1479424239513794480,4,0
1479424239563901217,4,0
1479424239613991520,4,0
1479424239664086041,4,0
1479424239714142717,4,0
1479424239764221165,4,0
1479424239814322985,4,0
1479424239864406627,4,0
1479424239914511918,4,0
1479424239964645440,4,0
1479424240014660154,4,0
1479424240064918152,4,0
1479424240114827785,4,0
1479424240164916415,4,0
1479424240214991882,4,0
1479424240265106842,4,0
1479424240315204032,4,0
1479424240365238499,4,0
1479424240415359589,4,0
1479424240465425732,4,0
1479424240515514753,4,0
1479424240565713307,4,0
1479424240615687049,4,0
1479424240665780578,4,0
1479424240715857723,4,0
1479424240765926712,4,0
1479424240816008408,4,0
1479424240866123666,4,0
1479424240916213269,4,0
1479424240966279833,4,0
1479424241016519135,4,0
1479424241066429542,4,0
1479424241116666280,4,0
1479424241166628648,4,0
1479424241216695891,4,0
1479424241266756210,4,0
1479424241316887062,4,0
1479424241366948313,4,0
1479424241417024968,4,0
1479424241467134658,4,0
1479424241517186351,4,0
1479424241567276736,4,0
1479424241617364571,4,0
1479424241667435043,4,0
1479424241717617030,4,0
1479424241767638170,4,0
1479424241817684036,4,0
1479424241867790069,4,0
1479424241917883583,4,0
1479424241967960045,4,0
1479424242018068067,4,0
1479424242068108996,4,0
1479424242118187875,4,0
1479424242168286238,4,0
1479424242218368470,4,0
1479424242268469592,4,0
1479424242318617616,4,0
1479424242368655646,4,0
1479424242418701094,4,0
1479424242468795686,4,0
1479424242518873646,4,0
1479424242569029976,4,0
1479424242619074828,4,0
1479424242669117597,4,0
1479424242719233936,4,0
1479424242769323343,4,0
1479424242819411322,4,0
1479424242869510532,4,0
1479424242919629157,4,0
1479424242969650590,4,0
1479424243019739172,4,0
1479424243069831324,4,0
1479424243119914575,4,0
1479424243170007813,4,0
1479424243220070767,4,0
1479424243270156080,4,0
1479424243320234682,4,0
1479424243370300545,4,0
1479424243420931340,4,0
1479424243471315943,4,0
1479424243520629440,4,0
1479424243570679539,4,0
1479424243620886316,4,0
1479424243670807958,4,0
1479424243720965908,4,0
1479424243770985466,4,0
1479424243821185309,4,0
1479424243871627165,4,0
1479424243921296717,4,0
1479424243971472043,4,0
1479424244021618801,4,0
1479424244071502369,4,0
1479424244121792830,4,0
1479424244171713675,4,0
1479424244221777389,4,0
1479424244271905696,4,0
1479424244322009554,4,0
1479424244372006055,4,0
1479424244422116981,4,0
1479424244472161202,4,0
1479424244522266961,4,0
1479424244572631699,4,0
1479424244622454514,4,0
1479424244672505599,4,0
1479424244722631089,4,0
1479424244772683234,4,0
1479424244822785507,4,0
1479424244872842758,4,0
1479424244922916357,4,0
1479424244973007840,4,0
1479424245023153395,4,0
1479424245073302684,4,0
1479424245123279986,4,0
1479424245173369086,4,0
1479424245223462786,4,0
1479424245273619958,4,0
1479424245323808640,4,0
1479424245373686020,4,0
1479424245423772728,4,0
1479424245473881544,4,0
1479424245523945714,4,0
1479424245574070384,4,0
1479424245624123279,4,0
1479424245674232979,4,0
1479424245724283906,4,0
1479424245774391452,4,0
1479424245824471126,4,0
1479424245874628000,4,0
1479424245924985944,4,0
1479424245974736155,4,0
1479424246024959174,4,0
1479424246074913606,4,0
1479424246125029746,4,0
1479424246175073419,4,0
1479424246225160724,4,0
1479424246275232405,4,0
1479424246325319174,4,0
1479424246375411177,4,0
1479424246425489016,4,0
1479424246475629989,4,0
1479424246525677191,4,0
1479424246575742573,4,0
1479424246626006472,4,0
1479424246675907709,4,0
1479424246725986419,4,0
1479424246776077402,4,0
1479424246826136276,4,0
1479424246876246316,4,0
1479424246926337969,4,0
1479424246976408843,4,0
1479424247026472591,4,0
1479424247076615278,4,0
1479424247126655732,4,0
1479424247176735731,4,0
1479424247226828190,4,0
1479424247276913053,4,0
1479424247327011824,4,0
1479424247377075926,4,0
1479424247427155624,4,0
1479424247477232364,4,0
1479424247527348410,4,0
1479424247577429001,4,0
1479424247627528650,4,0
1479424247677617281,4,0
1479424247727680929,4,0
1479424247777781949,4,0
1479424247827840607,4,0
1479424247877919802,4,0
1479424247927997273,4,0
1479424247978119975,4,0
1479424248028207381,4,0
1479424248078283304,4,0
1479424248128378944,4,0
1479424248178455770,4,0
1479424248228550576,4,0
1479424248278615179,4,0
1479424248328681622,4,0
1479424248378779685,4,0
1479424248428876445,4,0
1479424248478964587,4,0
1479424248529011659,4,0
1479424248579118037,4,0
1479424248629178751,4,0
1479424248679278321,4,0
1479424248729348074,4,0
1479424248779475470,4,0
1479424248829521894,4,0
1479424248879617977,4,0
1479424248929686314,4,0
1479424248980003727,4,0
1479424249029889551,4,0
1479424249080198332,4,0
1479424249130041900,4,0
1479424249180335600,4,0
1479424249230227534,4,0
1479424249280511252,4,0
1479424249330368417,4,0
1479424249380669908,4,0
1479424249430530453,4,0
1479424249480837145,4,0
1479424249530894435,4,0
1479424249580993636,4,0
1479424249630916520,4,0
1479424249681209762,4,0
1479424249731092791,4,0
1479424249781304094,4,0
1479424249831260064,4,0
1479424249881468021,4,0
1479424249931386333,4,0
1479424249981646064,4,0
1479424250031621506,4,0
1479424250081760719,4,0
1479424250131752754,4,0
1479424250181916961,4,0
1479424250231917133,4,0
1479424250282087876,4,0
1479424250332088560,4,0
1479424250382282435,4,0
1479424250432233462,4,0
1479424250482579711,4,0
1479424250532428169,4,0
1479424250582729552,4,0
1479424250632618914,4,0
1479424250682759615,4,0
1479424250732766211,4,0
1479424250782931294,4,0
1479424250832930571,4,0
1479424250883073606,4,0
1479424250933097462,4,0
1479424250983259293,4,0
1479424251033411427,4,0
1479424251083381060,4,0
1479424251133426980,4,0
1479424251183630834,4,0
1479424251233630355,4,0
1479424251283959784,4,0
1479424251333781247,4,0
1479424251384121721,4,0
1479424251433919849,4,0
1479424251484072581,4,0
1479424251534106624,4,0
1479424251584210670,4,0
1479424251634279306,4,0
1479424251684367468,4,0
1479424251734437190,4,0
1479424251784514325,4,0
1479424251834618310,4,0
1479424251884775452,4,0
1479424251934793019,4,0
1479424251985083100,4,0
1479424252034949940,4,0
1479424252085506851,4,0
1479424252135101278,4,0
1479424252185837871,4,0
1479424252235304632,4,0
1479424252285627450,4,0
1479424252335454670,4,0
1479424252385529248,4,0
1479424252435839563,4,0
1479424252485724590,4,0
1479424252535855290,4,0
1479424252585890281,4,0
1479424252636055220,4,0
1479424252686060184,4,0
1479424252736298660,4,0
1479424252786201220,4,0
1479424252836304996,4,0
1479424252886387443,4,0
1479424252936483304,4,0
1479424252986527661,4,0
1479424253036663791,4,0
1479424253086731762,4,0
1479424253136791394,4,0
1479424253186882772,4,0
1479424253236961131,4,0
1479424253287056170,4,0
1479424253337164261,4,0
1479424253387236403,4,0
1479424253437305629,4,0
1479424253487386139,4,0
1479424253537484141,4,0
1479424253587620075,4,0
1479424253637661164,4,0
1479424253687739192,4,0
1479424253737822063,4,0
1479424253787914281,4,0
1479424253837986711,4,0
1479424253888072079,4,0
1479424253938204200,4,0
1479424253988258356,4,0
1479424254038324034,4,0
1479424254088422030,4,0
1479424254138484929,4,0
1479424254188629028,4,0
1479424254238662417,4,0
1479424254288746417,4,0
1479424254338829874,4,0
1479424254388910519,4,0
1479424254439011162,4,0
1479424254489074405,4,0
1479424254539163157,4,0
1479424254589241948,4,0
1479424254639349512,4,0
1479424254689403225,4,0
1479424254739511943,4,0
1479424254789633016,4,0
1479424254839697443,4,0
1479424254890005838,4,0
1479424254939836135,4,0
1479424254989960585,4,0
1479424255040017152,4,0
1479424255090138411,4,0
1479424255140179981,4,0
1479424255190301101,4,0
1479424255240368357,4,0
1479424255290433737,4,0
1479424255340509488,4,0
1479424255390629353,4,0
1479424255440696621,4,0
1479424255490811435,4,0
1479424255540900690,4,0
1479424255590928811,4,0
1479424255641011530,4,0
1479424255691117353,4,0
1479424255741198263,4,0
1479424255791332969,4,0
1479424255841351110,4,0
1479424255891438057,4,0
1479424255941510191,4,0
1479424255991613705,4,0
1479424256041722507,4,0
1479424256091783811,4,0
1479424256141866753,4,0
1479424256191958999,4,0
1479424256242027316,4,0
1479424256292112464,4,0
1479424256342234305,4,0
1479424256392285741,4,0
1479424256442390761,4,0
1479424256492457447,4,0
1479424256542646782,4,0
1479424256592638150,4,0
1479424256642699798,4,0
1479424256692958874,4,0
1479424256742981498,4,0
1479424256792989412,4,0
1479424256843260601,4,0
1479424256893261440,4,0
1479424256943510170,4,0
1479424256993771222,4,0
1479424257043389768,4,0
1479424257093907724,4,0
1479424257143622779,4,0
1479424257193719161,4,0
1479424257243749909,4,0
1479424257293987184,4,0
1479424257343909232,4,0
1479424257394123349,4,0
1479424257444203833,4,0
1479424257494145026,4,0
1479424257544421256,4,0
1479424257594328843,4,0
1479424257644427247,4,0
1479424257694522696,4,0
1479424257744677340,4,0
1479424257794652390,4,0
1479424257844750137,4,0
1479424257894823593,4,0
1479424257944947572,4,0
1479424257995009629,4,0
1479424258045095933,4,0
1479424258095204912,4,0
1479424258145236235,4,0
1479424258195342371,4,0
1479424258245449972,4,0
1479424258295516812,4,0
1479424258345617055,4,0
1479424258395696996,4,0
1479424258445895379,4,0
1479424258495887721,4,0
1479424258545961861,4,0
1479424258596046555,4,0
1479424258646134378,4,0
1479424258696225335,4,0
1479424258746281237,4,0
1479424258796362897,4,0
1479424258846452533,4,0
1479424258896509205,4,0
1479424258946611746,4,0
1479424258996703870,4,0
1479424259046784130,4,0
1479424259096861412,4,0
1479424259146966177,4,0
1479424259197035475,4,0
1479424259247146843,4,0
1479424259297184906,4,0
1479424259347279142,4,0
1479424259397359914,4,0
1479424259447474397,4,0
1479424259497521124,4,0
1479424259547643729,4,0
1479424259597732084,4,0
1479424259647785362,4,0
1479424259697903215,4,0
1479424259747976338,4,0
1479424259798094376,4,0
1479424259848178759,4,0
1479424259898257372,4,0
1479424259948359032,4,0
1479424259998452006,4,0
1479424260048492671,4,0
1479424260098622172,4,0
1479424260148647731,4,0
1479424260198700736,4,0
1479424260248827641,4,0
1479424260298887667,4,0
1479424260349016136,4,0
1479424260399075515,4,0
1479424260449260818,4,0
1479424260499233209,4,0
1479424260549326017,4,0
1479424260599419171,4,0
1479424260649511017,4,0
1479424260699621068,4,0
1479424260749652247,4,0
1479424260799741808,4,0
1479424260849844787,4,0
1479424260899939061,4,0
1479424260949985084,4,0
1479424261000089239,4,0
1479424261050206970,4,0
1479424261100234705,4,0
1479424261150303664,4,0
1479424261200414516,4,0
1479424261250529276,4,0
1479424261300654623,4,0
1479424261350695850,4,0
1479424261400757729,4,0
1479424261450853498,4,0
1479424261500940615,4,0
1479424261551054897,4,0
1479424261601124603,4,0
1479424261651207512,4,0
1479424261701298262,4,0
1479424261751333379,4,0
1479424261801460042,4,0
1479424261851512300,4,0
1479424261901628590,4,0
1479424261951701541,4,0
1479424262001773386,4,0
1479424262051847464,4,0
1479424262101963037,4,0
1479424262152011195,4,0
1479424262202136690,4,0
1479424262252463824,4,0
1479424262302260304,4,0
1479424262352349683,4,0
1479424262402441333,4,0
1479424262452511617,4,0
1479424262502615229,4,0
1479424262552699856,4,0
1479424262602785463,4,0
1479424262652895159,4,0
1479424262702963921,4,0
1479424262753055524,4,0
1479424262803122375,4,0
1479424262853247757,4,0
1479424262903320608,4,0
1479424262953623505,4,0
1479424263003460787,4,0
1479424263053636768,4,0
1479424263103661151,4,0
1479424263153691220,4,0
1479424263203802147,4,0
1479424263253880229,4,0
1479424263304076530,4,0
1479424263354061747,4,0
1479424263404154321,4,0
1479424263454238826,4,0
1479424263504304456,4,0
1479424263554388520,4,0
1479424263604458989,4,0
1479424263654617778,4,0
1479424263704671306,4,0
1479424263754763293,4,0
1479424263804827085,4,0
1479424263854915583,4,0
1479424263904959327,4,0
1479424263955052263,4,0
1479424264005159649,4,0
1479424264055225983,4,0
1479424264105326206,4,0
1479424264155436640,4,0
1479424264205493775,4,0
1479424264255612625,4,0
1479424264305651200,4,0
1479424264355758170,4,0
1479424264405850118,4,0
1479424264455951933,4,0
1479424264505983587,4,0
1479424264556094295,4,0
1479424264606157879,4,0
1479424264656241853,4,0
1479424264706335764,4,0
1479424264756469197,4,0
1479424264806513986,4,0
1479424264856618651,4,0
1479424264906655966,4,0
1479424264956744238,4,0
1479424265006838606,4,0
1479424265056946018,4,0
1479424265107009520,4,0
1479424265157096898,4,0
1479424265207188463,4,0
1479424265257260513,4,0
1479424265307321603,4,0
1479424265357408797,4,0
1479424265407512318,4,0
1479424265457632569,4,0
1479424265507697679,4,0
1479424265557765254,4,0
1479424265607873381,4,0
1479424265657926584,4,0
1479424265708055740,4,0
1479424265758118478,4,0
1479424265808186107,4,0
1479424265858323108,4,0
1479424265908415742,4,0
1479424265958523269,4,0
1479424266008514794,4,0
1479424266058624847,4,0
1479424266108937076,4,0
1479424266158790663,4,0
1479424266208988909,4,0
1479424266258946338,4,0
1479424266309053323,4,0
1479424266359109506,4,0
1479424266409198274,4,0
1479424266459303741,4,0
1479424266509365414,4,0
1479424266559447471,4,0
1479424266609524442,4,0
1479424266659629998,4,0
1479424266709698709,4,0
1479424266759784791,4,0
1479424266809871404,4,0
1479424266859971260,4,0
1479424266910028388,4,0
1479424266960134335,4,0
1479424267010209015,4,0
1479424267060322583,4,0
1479424267110408934,4,0
1479424267160463215,4,0
1479424267210612510,4,0
1479424267260642514,4,0
1479424267310737362,4,0
1479424267360845078,4,0
1479424267410901904,4,0
1479424267461000234,4,0
1479424267511053964,4,0
1479424267561148002,4,0
1479424267611259123,4,0
1479424267661321288,4,0
1479424267711413362,4,0
1479424267761513838,4,0
1479424267811631751,4,0
1479424267861658772,4,0
1479424267911756791,4,0
1479424267961827014,4,0
1479424268011928855,4,0
1479424268062010515,4,0
1479424268112052862,4,0
1479424268162184600,4,0
1479424268212231413,4,0
1479424268262320914,4,0
1479424268312427472,4,0
1479424268362506918,4,0
1479424268412617094,4,0
1479424268462684115,4,0
1479424268512738649,4,0
1479424268562820436,4,0
1479424268612908880,4,0
1479424268663006933,4,0
1479424268713096067,4,0
1479424268763183915,4,0
1479424268813259581,4,0
1479424268863350459,4,0
1479424268913462297,4,0
1479424268963504422,4,0
1479424269013673986,4,0
1479424269063703126,4,0
1479424269113785106,4,0
1479424269163867074,4,0
1479424269214141421,4,0
1479424269264616783,4,0
1479424269314240034,4,0
1479424269364269815,4,0
1479424269414283797,4,0
1479424269464390479,4,0
1479424269514527810,4,0
1479424269564525101,4,0
1479424269614731484,4,0
1479424269664740142,4,0
1479424269714863496,4,0
1479424269764863624,4,0
1479424269814961614,4,0
1479424269865019097,4,0
1479424269915130303,4,0
1479424269965210199,4,0
1479424270015281899,4,0
1479424270065356448,4,0
1479424270115448127,4,0
1479424270165533141,4,0
1479424270215657491,4,0
1479424270265695045,4,0
1479424270315980157,4,0
1479424270365854979,4,0
1479424270415987143,4,0
1479424270466242603,4,0
1479424270516210570,4,0
1479424270566293612,4,0
1479424270616303285,4,0
1479424270666388560,4,0
1479424270716443790,4,0
1479424270766608373,4,0
1479424270816647358,4,0
1479424270866742915,4,0
1479424270916846421,4,0
1479424270966881593,4,0
1479424271017008715,4,0
1479424271067085616,4,0
1479424271117153885,4,0
1479424271167242433,4,0
1479424271217336340,4,0
1479424271267485199,4,0
1479424271317473554,4,0
1479424271367630055,4,0
1479424271417837801,4,0
1479424271467760311,4,0
1479424271517922907,4,0
1479424271567943814,4,0
1479424271617988710,4,0
1479424271668489088,4,0
1479424271718164646,4,0
1479424271768701080,4,0
1479424271818345769,4,0
1479424271868545042,4,0
1479424271918640341,4,0
1479424271968619692,4,0
1479424272018675489,4,0
1479424272068917181,4,0
1479424272118845398,4,0
1479424272168924681,4,0
1479424272219059791,4,0
1479424272269116037,4,0
1479424272319212623,4,0
1479424272369293618,4,0
1479424272419361691,4,0
1479424272469437465,4,0
1479424272519544605,4,0
1479424272569628439,4,0
1479424272619711128,4,0
1479424272669791993,4,0
1479424272719877663,4,0
1479424272769971254,4,0
1479424272820055860,4,0
1479424272870126934,4,0
1479424272920186495,4,0
1479424272970313708,4,0
1479424273020374305,4,0
